idx,AGEP,COW,SCHL,MAR,OCCP,POBP,RELP,WKHP,SEX,PINCP,RAC1P
4334,57.0,6.0,21.0,1.0,4850.0,15.0,0.0,50.0,1.0,1,0
4335,56.0,1.0,16.0,1.0,910.0,15.0,1.0,40.0,2.0,0,0
4336,51.0,4.0,21.0,5.0,1640.0,39.0,0.0,40.0,1.0,1,1
4337,78.0,7.0,16.0,3.0,310.0,301.0,0.0,60.0,2.0,1,1
4338,23.0,5.0,21.0,5.0,6830.0,13.0,0.0,50.0,2.0,0,1
4339,61.0,7.0,22.0,1.0,4710.0,37.0,0.0,40.0,2.0,0,0
4340,62.0,7.0,21.0,1.0,850.0,15.0,1.0,45.0,1.0,1,1
4341,29.0,1.0,21.0,1.0,850.0,15.0,2.0,40.0,2.0,0,0
4342,32.0,1.0,18.0,1.0,3930.0,15.0,9.0,45.0,1.0,0,0
4343,40.0,6.0,19.0,1.0,2320.0,13.0,0.0,25.0,1.0,1,1
4344,43.0,6.0,21.0,1.0,410.0,53.0,1.0,25.0,2.0,1,1
4345,52.0,5.0,21.0,1.0,150.0,15.0,0.0,42.0,2.0,1,0
4346,56.0,1.0,19.0,1.0,3630.0,215.0,1.0,50.0,1.0,0,0
4347,19.0,1.0,16.0,5.0,4760.0,15.0,2.0,22.0,2.0,0,0
4348,66.0,1.0,21.0,1.0,220.0,15.0,0.0,60.0,1.0,1,0
4349,58.0,4.0,22.0,1.0,2310.0,15.0,1.0,48.0,2.0,1,0
4350,25.0,1.0,19.0,5.0,5120.0,15.0,2.0,50.0,1.0,0,0
4351,22.0,1.0,16.0,5.0,4760.0,15.0,2.0,20.0,1.0,0,0
4352,34.0,1.0,18.0,1.0,3648.0,27.0,0.0,30.0,2.0,0,1
4353,34.0,5.0,22.0,1.0,950.0,51.0,1.0,40.0,1.0,1,0
4354,36.0,1.0,16.0,1.0,4520.0,247.0,0.0,40.0,2.0,0,0
4355,41.0,5.0,21.0,1.0,3255.0,39.0,0.0,36.0,1.0,1,1
4356,38.0,1.0,23.0,1.0,3060.0,26.0,1.0,36.0,2.0,1,1
4357,22.0,1.0,21.0,5.0,4600.0,207.0,11.0,45.0,2.0,0,0
4358,29.0,4.0,22.0,5.0,3255.0,15.0,0.0,40.0,2.0,1,0
4359,54.0,1.0,18.0,1.0,7030.0,15.0,0.0,40.0,1.0,1,0
4360,54.0,1.0,20.0,1.0,5700.0,15.0,1.0,40.0,2.0,0,0
4361,58.0,1.0,16.0,1.0,9600.0,15.0,0.0,50.0,1.0,0,0
4362,56.0,1.0,16.0,1.0,5240.0,15.0,1.0,30.0,2.0,0,0
4363,18.0,1.0,18.0,5.0,6440.0,15.0,2.0,40.0,1.0,0,0
4364,34.0,1.0,19.0,5.0,5240.0,15.0,5.0,40.0,2.0,1,0
4365,28.0,1.0,17.0,5.0,5240.0,15.0,5.0,60.0,2.0,0,0
4366,46.0,6.0,22.0,1.0,4920.0,207.0,0.0,40.0,2.0,0,0
4367,64.0,1.0,22.0,1.0,4920.0,41.0,1.0,40.0,1.0,1,1
4368,47.0,1.0,21.0,5.0,6005.0,15.0,0.0,40.0,1.0,0,0
4369,75.0,2.0,24.0,3.0,1860.0,301.0,0.0,32.0,2.0,0,1
4370,79.0,1.0,16.0,1.0,9000.0,215.0,0.0,40.0,1.0,1,0
4371,71.0,1.0,16.0,1.0,5700.0,215.0,1.0,40.0,2.0,1,0
4372,57.0,3.0,19.0,1.0,3720.0,15.0,0.0,40.0,1.0,1,0
4373,27.0,5.0,20.0,3.0,3220.0,66.0,0.0,40.0,1.0,0,0
4374,33.0,5.0,21.0,1.0,9830.0,39.0,0.0,40.0,1.0,0,1
4375,29.0,4.0,18.0,1.0,4250.0,15.0,0.0,44.0,1.0,0,0
4376,28.0,2.0,20.0,1.0,2300.0,15.0,1.0,40.0,2.0,0,0
4377,52.0,5.0,21.0,1.0,10.0,36.0,0.0,60.0,1.0,1,1
4378,45.0,1.0,21.0,1.0,50.0,247.0,1.0,25.0,2.0,0,0
4379,49.0,4.0,22.0,1.0,2000.0,15.0,0.0,50.0,2.0,1,0
4380,51.0,1.0,18.0,1.0,7340.0,15.0,1.0,45.0,1.0,1,0
4381,77.0,1.0,19.0,1.0,7010.0,15.0,0.0,40.0,1.0,0,0
4382,46.0,1.0,16.0,5.0,4700.0,17.0,2.0,40.0,2.0,0,0
4383,60.0,2.0,21.0,1.0,3255.0,9.0,0.0,32.0,1.0,1,1
4384,53.0,2.0,21.0,1.0,3255.0,39.0,1.0,32.0,1.0,1,1
4385,55.0,7.0,24.0,1.0,1030.0,215.0,0.0,20.0,2.0,0,0
4386,36.0,1.0,18.0,5.0,4030.0,15.0,0.0,20.0,2.0,0,0
4387,18.0,1.0,16.0,5.0,6260.0,15.0,2.0,30.0,1.0,0,0
4388,40.0,1.0,18.0,5.0,4040.0,39.0,13.0,40.0,1.0,0,1
4389,43.0,4.0,19.0,3.0,2310.0,15.0,10.0,40.0,2.0,0,0
4390,37.0,4.0,16.0,5.0,4220.0,15.0,10.0,40.0,1.0,0,0
4391,47.0,6.0,16.0,3.0,4230.0,207.0,0.0,20.0,2.0,0,0
4392,35.0,1.0,20.0,1.0,3320.0,209.0,0.0,40.0,1.0,1,0
4393,33.0,2.0,21.0,1.0,3300.0,15.0,1.0,40.0,2.0,0,0
4394,23.0,1.0,20.0,5.0,7200.0,15.0,5.0,40.0,2.0,0,0
4395,55.0,6.0,16.0,3.0,4760.0,207.0,6.0,24.0,2.0,0,0
4396,55.0,7.0,21.0,1.0,3060.0,523.0,0.0,60.0,1.0,1,0
4397,55.0,1.0,16.0,1.0,5860.0,523.0,1.0,40.0,2.0,0,0
4398,30.0,1.0,16.0,5.0,6460.0,523.0,10.0,40.0,1.0,1,0
4399,58.0,5.0,16.0,4.0,5860.0,15.0,2.0,40.0,2.0,0,0
4400,39.0,1.0,22.0,1.0,4710.0,136.0,0.0,40.0,2.0,0,1
4401,48.0,1.0,22.0,1.0,1530.0,136.0,1.0,40.0,1.0,1,1
4402,44.0,6.0,18.0,5.0,2830.0,6.0,2.0,4.0,1.0,0,0
4403,30.0,1.0,18.0,5.0,9130.0,233.0,2.0,40.0,1.0,0,0
4404,43.0,6.0,15.0,1.0,6260.0,207.0,0.0,54.0,1.0,0,0
4405,45.0,6.0,15.0,1.0,8350.0,207.0,1.0,58.0,2.0,0,0
4406,22.0,1.0,16.0,5.0,4760.0,207.0,2.0,50.0,2.0,0,0
4407,21.0,1.0,16.0,5.0,4130.0,207.0,2.0,15.0,1.0,0,0
4408,40.0,7.0,16.0,3.0,430.0,15.0,0.0,84.0,1.0,0,0
4409,21.0,8.0,16.0,5.0,7340.0,15.0,2.0,16.0,1.0,0,0
4410,36.0,8.0,19.0,3.0,5860.0,15.0,10.0,5.0,2.0,0,0
4411,63.0,1.0,16.0,1.0,4620.0,15.0,0.0,80.0,2.0,0,0
4412,44.0,1.0,12.0,1.0,4220.0,303.0,0.0,40.0,1.0,0,0
4413,36.0,1.0,16.0,1.0,4220.0,303.0,1.0,30.0,2.0,0,0
4414,49.0,5.0,11.0,1.0,9620.0,527.0,0.0,35.0,2.0,0,0
4415,64.0,6.0,16.0,1.0,205.0,6.0,1.0,30.0,1.0,0,0
4416,61.0,6.0,21.0,1.0,6260.0,15.0,0.0,25.0,1.0,0,0
4417,62.0,4.0,20.0,1.0,2310.0,15.0,1.0,28.0,2.0,1,0
4418,27.0,1.0,20.0,5.0,1006.0,15.0,2.0,39.0,1.0,1,0
4419,24.0,1.0,16.0,5.0,4720.0,15.0,2.0,30.0,1.0,0,0
4420,56.0,1.0,20.0,1.0,7220.0,15.0,0.0,40.0,1.0,1,0
4421,55.0,1.0,19.0,1.0,4230.0,15.0,1.0,15.0,2.0,0,0
4422,25.0,1.0,16.0,5.0,4250.0,15.0,2.0,40.0,1.0,0,0
4423,22.0,1.0,16.0,5.0,4020.0,15.0,2.0,35.0,2.0,0,0
4424,80.0,1.0,19.0,1.0,7840.0,233.0,1.0,25.0,2.0,0,0
4425,20.0,1.0,19.0,5.0,4620.0,15.0,7.0,40.0,2.0,0,0
4426,46.0,1.0,16.0,3.0,5600.0,15.0,2.0,40.0,1.0,0,0
4427,59.0,1.0,16.0,1.0,4020.0,233.0,0.0,40.0,1.0,0,0
4428,54.0,1.0,16.0,1.0,4230.0,233.0,1.0,40.0,2.0,1,0
4429,34.0,1.0,20.0,3.0,5620.0,233.0,2.0,35.0,2.0,0,0
4430,19.0,1.0,16.0,5.0,4760.0,15.0,2.0,15.0,2.0,0,0
4431,63.0,1.0,16.0,1.0,4220.0,233.0,10.0,40.0,1.0,0,0
4432,58.0,1.0,16.0,1.0,7750.0,233.0,10.0,40.0,2.0,0,0
4433,26.0,1.0,16.0,1.0,6050.0,233.0,10.0,40.0,1.0,0,0
4434,24.0,1.0,16.0,1.0,4030.0,233.0,10.0,40.0,2.0,0,0
4435,25.0,1.0,20.0,5.0,7200.0,15.0,0.0,40.0,1.0,0,0
4436,63.0,2.0,20.0,1.0,5860.0,15.0,1.0,45.0,2.0,0,0
4437,36.0,1.0,16.0,5.0,4000.0,15.0,2.0,40.0,1.0,0,0
4438,36.0,2.0,21.0,5.0,5700.0,48.0,15.0,40.0,2.0,0,0
4439,43.0,1.0,16.0,1.0,4240.0,508.0,0.0,40.0,1.0,0,0
4440,43.0,1.0,19.0,1.0,4700.0,15.0,1.0,40.0,2.0,0,0
4441,18.0,1.0,19.0,5.0,4030.0,15.0,4.0,14.0,2.0,0,0
4442,44.0,1.0,22.0,1.0,20.0,207.0,0.0,40.0,2.0,1,0
4443,52.0,6.0,19.0,1.0,4920.0,207.0,1.0,30.0,1.0,0,0
4444,37.0,1.0,17.0,1.0,4060.0,15.0,0.0,19.0,2.0,0,0
4445,56.0,5.0,21.0,1.0,7315.0,48.0,0.0,40.0,1.0,1,0
4446,33.0,1.0,21.0,5.0,5240.0,48.0,2.0,40.0,1.0,0,0
4447,41.0,1.0,21.0,1.0,120.0,12.0,0.0,40.0,2.0,1,1
4448,49.0,1.0,16.0,1.0,3630.0,233.0,1.0,40.0,1.0,1,0
4449,44.0,6.0,16.0,5.0,3630.0,36.0,5.0,30.0,2.0,0,1
4450,42.0,1.0,18.0,1.0,5700.0,15.0,0.0,40.0,2.0,1,0
4451,45.0,1.0,17.0,1.0,9000.0,15.0,1.0,40.0,1.0,1,0
4452,52.0,1.0,20.0,1.0,6355.0,15.0,0.0,42.0,1.0,1,0
4453,23.0,5.0,21.0,5.0,1460.0,15.0,2.0,42.0,1.0,0,0
4454,55.0,2.0,17.0,3.0,4250.0,15.0,0.0,8.0,1.0,0,0
4455,38.0,1.0,16.0,1.0,5620.0,512.0,1.0,40.0,2.0,0,0
4456,34.0,5.0,20.0,1.0,9830.0,6.0,0.0,40.0,1.0,0,0
4457,32.0,1.0,21.0,5.0,430.0,119.0,0.0,40.0,1.0,1,1
4458,35.0,1.0,15.0,1.0,4000.0,15.0,0.0,40.0,2.0,0,0
4459,33.0,1.0,16.0,1.0,4230.0,15.0,1.0,60.0,2.0,0,0
4460,39.0,2.0,22.0,1.0,2200.0,6.0,1.0,40.0,1.0,1,1
4461,33.0,1.0,21.0,5.0,1030.0,215.0,0.0,40.0,1.0,0,0
4462,34.0,2.0,22.0,1.0,2540.0,2.0,0.0,40.0,2.0,0,1
4463,44.0,3.0,22.0,1.0,8740.0,8.0,1.0,40.0,1.0,1,1
4464,61.0,1.0,21.0,3.0,3255.0,6.0,0.0,24.0,2.0,0,1
4465,50.0,1.0,17.0,5.0,9140.0,247.0,0.0,60.0,1.0,0,0
4466,64.0,1.0,1.0,3.0,4030.0,247.0,12.0,40.0,2.0,0,0
4467,45.0,6.0,21.0,1.0,430.0,15.0,0.0,60.0,2.0,1,0
4468,41.0,1.0,21.0,1.0,430.0,15.0,1.0,60.0,1.0,1,0
4469,61.0,5.0,23.0,1.0,3060.0,17.0,0.0,40.0,1.0,1,1
4470,60.0,1.0,24.0,1.0,3300.0,36.0,1.0,15.0,2.0,0,1
4471,29.0,1.0,15.0,5.0,9640.0,17.0,2.0,10.0,1.0,0,1
4472,66.0,1.0,16.0,1.0,4110.0,15.0,0.0,30.0,2.0,0,0
4473,28.0,1.0,20.0,5.0,4110.0,15.0,0.0,30.0,1.0,0,0
4474,24.0,1.0,19.0,1.0,4150.0,15.0,5.0,40.0,2.0,0,0
4475,48.0,1.0,19.0,3.0,5860.0,233.0,6.0,40.0,2.0,0,0
4476,21.0,1.0,16.0,5.0,6260.0,15.0,0.0,30.0,1.0,0,0
4477,20.0,1.0,19.0,5.0,4110.0,15.0,13.0,20.0,2.0,0,0
4478,56.0,2.0,21.0,1.0,5310.0,15.0,0.0,40.0,2.0,0,0
4479,58.0,1.0,19.0,1.0,1050.0,15.0,1.0,40.0,1.0,0,0
4480,33.0,1.0,22.0,1.0,4700.0,26.0,0.0,50.0,2.0,0,1
4481,32.0,4.0,22.0,1.0,3740.0,26.0,1.0,72.0,1.0,0,1
4482,58.0,1.0,20.0,1.0,800.0,233.0,0.0,40.0,2.0,0,0
4483,62.0,1.0,19.0,1.0,4700.0,15.0,1.0,45.0,1.0,0,0
4484,32.0,5.0,21.0,5.0,4020.0,15.0,2.0,35.0,1.0,0,0
4485,36.0,1.0,21.0,5.0,4110.0,47.0,0.0,30.0,2.0,0,1
4486,51.0,2.0,21.0,3.0,3320.0,15.0,0.0,40.0,2.0,1,0
4487,43.0,5.0,19.0,1.0,700.0,17.0,1.0,60.0,1.0,1,0
4488,43.0,1.0,21.0,5.0,5600.0,15.0,0.0,45.0,1.0,0,0
4489,34.0,1.0,21.0,1.0,630.0,15.0,0.0,45.0,2.0,1,0
4490,43.0,6.0,19.0,1.0,4810.0,15.0,1.0,35.0,1.0,1,0
4491,18.0,1.0,16.0,5.0,3640.0,15.0,2.0,40.0,2.0,0,0
4492,54.0,1.0,16.0,5.0,4200.0,15.0,0.0,45.0,2.0,1,0
4493,48.0,1.0,21.0,5.0,136.0,15.0,15.0,40.0,2.0,1,0
4494,40.0,5.0,20.0,1.0,9810.0,41.0,0.0,40.0,1.0,1,1
4495,71.0,1.0,21.0,1.0,4720.0,233.0,1.0,35.0,2.0,0,0
4496,42.0,5.0,21.0,3.0,2310.0,15.0,2.0,38.0,2.0,0,0
4497,60.0,6.0,23.0,1.0,3010.0,15.0,0.0,36.0,1.0,1,0
4498,60.0,4.0,22.0,1.0,230.0,15.0,1.0,50.0,2.0,1,0
4499,28.0,1.0,21.0,5.0,3610.0,15.0,4.0,36.0,1.0,0,0
4500,41.0,5.0,21.0,1.0,2015.0,15.0,0.0,40.0,1.0,1,0
4501,45.0,4.0,23.0,1.0,3050.0,217.0,1.0,40.0,2.0,1,0
4502,35.0,1.0,21.0,1.0,8740.0,15.0,0.0,40.0,1.0,1,0
4503,36.0,6.0,16.0,1.0,4510.0,15.0,1.0,40.0,2.0,0,0
4504,64.0,2.0,21.0,5.0,5940.0,48.0,0.0,40.0,2.0,0,0
4505,39.0,5.0,19.0,3.0,565.0,13.0,0.0,60.0,1.0,1,1
4506,54.0,1.0,21.0,1.0,120.0,17.0,1.0,60.0,1.0,1,1
4507,46.0,1.0,21.0,1.0,20.0,233.0,0.0,24.0,2.0,0,0
4508,62.0,1.0,21.0,1.0,9030.0,45.0,1.0,40.0,1.0,0,1
4509,23.0,1.0,19.0,5.0,9610.0,233.0,2.0,6.0,1.0,0,0
4510,20.0,5.0,16.0,1.0,136.0,39.0,0.0,60.0,1.0,1,1
4511,19.0,1.0,18.0,1.0,4760.0,501.0,1.0,40.0,2.0,0,1
4512,56.0,4.0,22.0,1.0,2320.0,15.0,2.0,50.0,1.0,1,0
4513,24.0,1.0,19.0,1.0,6440.0,15.0,7.0,50.0,1.0,0,0
4514,56.0,1.0,16.0,1.0,5860.0,15.0,9.0,40.0,2.0,1,0
4515,36.0,1.0,22.0,1.0,800.0,15.0,0.0,50.0,1.0,1,0
4516,40.0,4.0,24.0,1.0,1006.0,228.0,1.0,40.0,2.0,1,0
4517,72.0,7.0,21.0,1.0,4920.0,15.0,0.0,50.0,1.0,1,0
4518,41.0,1.0,21.0,5.0,4920.0,15.0,2.0,48.0,1.0,0,0
4519,57.0,6.0,12.0,3.0,4220.0,217.0,0.0,10.0,2.0,0,0
4520,48.0,4.0,24.0,3.0,2200.0,17.0,0.0,40.0,2.0,1,0
4521,50.0,1.0,21.0,1.0,1006.0,26.0,0.0,50.0,1.0,0,1
4522,45.0,1.0,18.0,1.0,5240.0,26.0,1.0,12.0,2.0,0,1
4523,19.0,2.0,19.0,5.0,5860.0,4.0,3.0,20.0,2.0,0,1
4524,54.0,4.0,22.0,5.0,2310.0,15.0,2.0,50.0,2.0,1,0
4525,53.0,1.0,18.0,1.0,5820.0,233.0,1.0,40.0,2.0,1,0
4526,46.0,1.0,18.0,5.0,5860.0,233.0,5.0,40.0,1.0,0,0
4527,39.0,5.0,20.0,1.0,700.0,72.0,0.0,60.0,1.0,1,1
4528,40.0,1.0,21.0,1.0,430.0,17.0,0.0,50.0,2.0,0,1
4529,55.0,4.0,16.0,1.0,8620.0,15.0,1.0,40.0,1.0,0,0
4530,57.0,1.0,16.0,1.0,9130.0,15.0,0.0,45.0,1.0,1,0
4531,54.0,1.0,19.0,5.0,20.0,15.0,0.0,50.0,1.0,1,0
4532,60.0,1.0,21.0,3.0,1020.0,53.0,0.0,43.0,1.0,1,1
4533,48.0,1.0,17.0,1.0,8750.0,207.0,0.0,18.0,2.0,0,0
4534,46.0,1.0,19.0,1.0,4530.0,217.0,0.0,40.0,1.0,0,0
4535,45.0,1.0,19.0,1.0,4760.0,217.0,1.0,35.0,2.0,0,0
4536,44.0,1.0,17.0,1.0,7340.0,15.0,0.0,68.0,1.0,1,0
4537,41.0,1.0,16.0,1.0,3520.0,15.0,1.0,50.0,2.0,1,0
4538,52.0,4.0,18.0,3.0,3600.0,15.0,0.0,35.0,2.0,0,0
4539,54.0,1.0,16.0,4.0,9120.0,15.0,13.0,24.0,1.0,0,0
4540,61.0,4.0,23.0,1.0,2100.0,15.0,0.0,40.0,1.0,1,0
4541,54.0,1.0,23.0,1.0,2100.0,15.0,1.0,50.0,2.0,1,0
4542,28.0,5.0,23.0,5.0,2010.0,6.0,2.0,40.0,2.0,1,0
4543,24.0,1.0,21.0,5.0,5240.0,15.0,2.0,40.0,1.0,0,0
4544,58.0,1.0,16.0,1.0,800.0,15.0,0.0,45.0,2.0,0,0
4545,60.0,6.0,16.0,1.0,4220.0,15.0,1.0,35.0,1.0,1,0
4546,24.0,1.0,21.0,5.0,120.0,15.0,2.0,40.0,2.0,0,0
4547,21.0,1.0,19.0,5.0,4020.0,15.0,2.0,25.0,1.0,0,0
4548,37.0,7.0,23.0,1.0,3060.0,162.0,0.0,65.0,1.0,1,1
4549,72.0,1.0,16.0,2.0,4920.0,110.0,0.0,40.0,2.0,1,1
4550,82.0,6.0,19.0,2.0,8965.0,15.0,0.0,40.0,1.0,0,0
4551,64.0,1.0,21.0,1.0,3730.0,6.0,0.0,40.0,1.0,1,1
4552,51.0,1.0,17.0,1.0,4760.0,53.0,1.0,25.0,2.0,0,1
4553,47.0,2.0,21.0,1.0,3255.0,15.0,0.0,40.0,2.0,0,0
4554,22.0,1.0,20.0,5.0,565.0,15.0,2.0,40.0,2.0,0,0
4555,53.0,4.0,24.0,1.0,3540.0,207.0,0.0,40.0,1.0,1,0
4556,56.0,4.0,21.0,1.0,5150.0,207.0,1.0,40.0,2.0,1,0
4557,27.0,2.0,21.0,5.0,1610.0,207.0,2.0,20.0,2.0,0,0
4558,34.0,3.0,21.0,1.0,1360.0,15.0,0.0,40.0,2.0,1,0
4559,39.0,1.0,19.0,1.0,9620.0,15.0,1.0,40.0,1.0,0,0
4560,34.0,1.0,16.0,5.0,4720.0,15.0,10.0,40.0,2.0,0,0
4561,35.0,1.0,19.0,5.0,6200.0,15.0,7.0,55.0,1.0,1,0
4562,37.0,1.0,16.0,5.0,4700.0,15.0,15.0,48.0,2.0,0,0
4563,62.0,2.0,20.0,1.0,4020.0,15.0,0.0,40.0,1.0,0,0
4564,55.0,2.0,19.0,1.0,5120.0,15.0,1.0,40.0,2.0,0,0
4565,37.0,1.0,18.0,1.0,6260.0,233.0,0.0,24.0,1.0,0,0
4566,35.0,1.0,18.0,1.0,3600.0,233.0,1.0,40.0,2.0,0,0
4567,59.0,4.0,21.0,3.0,4700.0,15.0,2.0,40.0,2.0,0,0
4568,63.0,1.0,16.0,1.0,4350.0,233.0,5.0,40.0,1.0,1,0
4569,21.0,1.0,16.0,5.0,4250.0,233.0,10.0,40.0,1.0,0,0
4570,54.0,1.0,22.0,1.0,2830.0,25.0,1.0,40.0,1.0,1,0
4571,50.0,1.0,22.0,1.0,800.0,233.0,0.0,40.0,2.0,1,0
4572,53.0,5.0,19.0,1.0,5120.0,15.0,1.0,40.0,2.0,0,0
4573,27.0,1.0,21.0,5.0,2310.0,15.0,2.0,40.0,2.0,0,0
4574,53.0,1.0,21.0,1.0,5700.0,233.0,5.0,40.0,2.0,0,0
4575,52.0,3.0,21.0,1.0,3710.0,233.0,5.0,40.0,1.0,1,0
4576,48.0,1.0,21.0,1.0,800.0,233.0,5.0,40.0,2.0,1,0
4577,37.0,1.0,20.0,1.0,6520.0,233.0,5.0,40.0,1.0,1,0
4578,47.0,3.0,21.0,1.0,710.0,233.0,10.0,40.0,1.0,1,0
4579,40.0,3.0,22.0,1.0,5700.0,233.0,10.0,40.0,2.0,0,0
4580,39.0,3.0,18.0,1.0,4220.0,233.0,10.0,40.0,1.0,0,0
4581,60.0,1.0,18.0,1.0,4700.0,36.0,0.0,50.0,1.0,1,1
4582,61.0,1.0,18.0,1.0,9050.0,215.0,1.0,25.0,2.0,0,0
4583,29.0,1.0,19.0,5.0,5520.0,15.0,2.0,40.0,1.0,0,0
4584,21.0,6.0,18.0,5.0,4600.0,15.0,2.0,5.0,2.0,0,0
4585,63.0,4.0,23.0,1.0,110.0,15.0,0.0,40.0,1.0,1,0
4586,60.0,5.0,18.0,1.0,136.0,15.0,1.0,40.0,2.0,1,0
4587,47.0,2.0,21.0,3.0,50.0,29.0,0.0,40.0,1.0,1,1
4588,38.0,1.0,21.0,3.0,4850.0,17.0,12.0,40.0,1.0,1,1
4589,61.0,4.0,22.0,1.0,2320.0,6.0,0.0,40.0,1.0,1,1
4590,46.0,1.0,17.0,1.0,5240.0,217.0,1.0,30.0,2.0,0,0
4591,65.0,1.0,16.0,3.0,6355.0,15.0,0.0,40.0,1.0,1,0
4592,66.0,1.0,21.0,2.0,5620.0,233.0,0.0,40.0,2.0,0,0
4593,40.0,3.0,17.0,1.0,3955.0,15.0,0.0,40.0,1.0,1,0
4594,32.0,1.0,17.0,1.0,940.0,15.0,1.0,20.0,2.0,0,0
4595,56.0,1.0,20.0,1.0,5000.0,13.0,0.0,40.0,2.0,1,1
4596,57.0,1.0,23.0,1.0,3060.0,15.0,1.0,40.0,1.0,1,0
4597,21.0,2.0,19.0,5.0,4430.0,15.0,2.0,15.0,1.0,0,0
4598,32.0,1.0,21.0,1.0,3310.0,15.0,0.0,40.0,2.0,1,0
4599,37.0,4.0,22.0,1.0,2320.0,15.0,1.0,56.0,1.0,1,0
4600,50.0,1.0,19.0,1.0,4050.0,233.0,2.0,40.0,1.0,0,0
4601,49.0,3.0,16.0,3.0,3850.0,233.0,2.0,40.0,1.0,1,0
4602,24.0,1.0,19.0,5.0,5240.0,15.0,7.0,20.0,1.0,0,0
4603,23.0,1.0,19.0,5.0,5240.0,15.0,7.0,20.0,1.0,0,0
4604,44.0,1.0,16.0,3.0,4700.0,15.0,9.0,40.0,2.0,0,0
4605,35.0,1.0,21.0,1.0,9620.0,233.0,9.0,35.0,2.0,0,0
4606,51.0,1.0,21.0,1.0,2200.0,18.0,1.0,40.0,1.0,1,1
4607,17.0,1.0,14.0,5.0,5810.0,30.0,2.0,20.0,1.0,0,0
4608,49.0,4.0,19.0,5.0,5860.0,18.0,5.0,40.0,2.0,0,0
4609,42.0,1.0,17.0,1.0,6230.0,20.0,1.0,40.0,1.0,1,1
4610,51.0,1.0,14.0,1.0,4220.0,15.0,0.0,40.0,1.0,0,0
4611,50.0,5.0,16.0,1.0,5860.0,15.0,1.0,40.0,2.0,0,0
4612,36.0,1.0,19.0,5.0,4720.0,15.0,2.0,40.0,1.0,0,0
4613,31.0,1.0,19.0,5.0,4110.0,15.0,2.0,20.0,2.0,0,0
4614,27.0,1.0,19.0,5.0,5400.0,15.0,2.0,40.0,2.0,0,0
4615,39.0,6.0,16.0,1.0,4250.0,15.0,9.0,40.0,1.0,0,0
4616,63.0,1.0,16.0,1.0,4220.0,233.0,1.0,40.0,2.0,0,0
4617,49.0,1.0,16.0,1.0,9620.0,233.0,0.0,40.0,1.0,0,0
4618,52.0,1.0,1.0,1.0,9620.0,233.0,1.0,40.0,2.0,0,0
4619,73.0,1.0,16.0,1.0,9640.0,233.0,6.0,40.0,1.0,0,0
4620,69.0,1.0,16.0,1.0,9640.0,233.0,6.0,40.0,2.0,0,0
4621,68.0,4.0,22.0,1.0,5940.0,15.0,0.0,60.0,2.0,1,0
4622,27.0,5.0,19.0,1.0,7140.0,233.0,0.0,60.0,1.0,0,0
4623,41.0,2.0,22.0,1.0,800.0,15.0,0.0,20.0,2.0,0,0
4624,41.0,1.0,23.0,1.0,3060.0,15.0,1.0,80.0,1.0,1,0
4625,60.0,1.0,21.0,1.0,4810.0,15.0,0.0,40.0,1.0,1,0
4626,67.0,4.0,22.0,2.0,2430.0,15.0,0.0,40.0,2.0,1,0
4627,32.0,7.0,20.0,5.0,4700.0,15.0,2.0,40.0,1.0,0,0
4628,58.0,1.0,22.0,5.0,10.0,215.0,0.0,40.0,1.0,1,0
4629,33.0,4.0,16.0,3.0,3645.0,15.0,0.0,64.0,1.0,0,0
4630,52.0,1.0,17.0,5.0,9000.0,15.0,0.0,40.0,1.0,0,0
4631,55.0,1.0,17.0,2.0,4220.0,15.0,5.0,15.0,2.0,0,0
4632,45.0,4.0,17.0,5.0,4610.0,15.0,5.0,20.0,1.0,0,0
4633,34.0,1.0,17.0,5.0,4720.0,15.0,10.0,40.0,2.0,0,0
4634,40.0,1.0,9.0,5.0,4230.0,512.0,0.0,30.0,2.0,0,0
4635,57.0,4.0,23.0,5.0,2310.0,120.0,0.0,40.0,1.0,0,1
4636,52.0,1.0,16.0,1.0,7210.0,15.0,0.0,40.0,1.0,1,0
4637,51.0,1.0,16.0,1.0,800.0,15.0,1.0,40.0,2.0,1,0
4638,23.0,1.0,20.0,5.0,5240.0,15.0,2.0,40.0,1.0,0,0
4639,32.0,5.0,20.0,1.0,2310.0,36.0,1.0,30.0,2.0,0,1
4640,64.0,1.0,20.0,1.0,4020.0,15.0,0.0,40.0,1.0,1,0
4641,63.0,3.0,19.0,1.0,5860.0,15.0,1.0,40.0,2.0,0,0
4642,31.0,1.0,21.0,5.0,2010.0,6.0,2.0,20.0,2.0,0,0
4643,81.0,1.0,19.0,2.0,4710.0,15.0,0.0,40.0,1.0,1,0
4644,55.0,1.0,16.0,1.0,4810.0,55.0,0.0,40.0,1.0,0,1
4645,55.0,1.0,16.0,1.0,4700.0,55.0,1.0,37.0,2.0,1,0
4646,30.0,1.0,22.0,1.0,2310.0,15.0,2.0,40.0,2.0,0,0
4647,31.0,1.0,21.0,1.0,800.0,15.0,9.0,40.0,1.0,0,0
4648,49.0,1.0,16.0,1.0,6530.0,15.0,0.0,40.0,1.0,0,0
4649,46.0,1.0,20.0,1.0,430.0,15.0,1.0,40.0,2.0,1,0
4650,23.0,1.0,16.0,5.0,6530.0,15.0,5.0,40.0,1.0,0,0
4651,22.0,1.0,16.0,5.0,5410.0,15.0,5.0,40.0,1.0,0,0
